scenario_id,scenario_name,run_id,timestep_index,timestamp_seconds,total_occupancy,occupancy_zone_1,occupancy_zone_2,occupancy_zone_3,occupancy_zone_4,cpu_util_comp_1,gpu_util_comp_1,workload_cat_comp_1,heat_w_comp_1,thermal_contrib_comp_1,status_comp_1,cpu_util_comp_2,gpu_util_comp_2,workload_cat_comp_2,heat_w_comp_2,thermal_contrib_comp_2,status_comp_2,cpu_util_comp_3,gpu_util_comp_3,workload_cat_comp_3,heat_w_comp_3,thermal_contrib_comp_3,status_comp_3,cpu_util_comp_4,gpu_util_comp_4,workload_cat_comp_4,heat_w_comp_4,thermal_contrib_comp_4,status_comp_4,cpu_util_comp_5,gpu_util_comp_5,workload_cat_comp_5,heat_w_comp_5,thermal_contrib_comp_5,status_comp_5,cpu_util_comp_6,gpu_util_comp_6,workload_cat_comp_6,heat_w_comp_6,thermal_contrib_comp_6,status_comp_6,cpu_util_comp_7,gpu_util_comp_7,workload_cat_comp_7,heat_w_comp_7,thermal_contrib_comp_7,status_comp_7,cpu_util_comp_8,gpu_util_comp_8,workload_cat_comp_8,heat_w_comp_8,thermal_contrib_comp_8,status_comp_8,cpu_util_comp_9,gpu_util_comp_9,workload_cat_comp_9,heat_w_comp_9,thermal_contrib_comp_9,status_comp_9,cpu_util_comp_10,gpu_util_comp_10,workload_cat_comp_10,heat_w_comp_10,thermal_contrib_comp_10,status_comp_10,outdoor_temperature_c,relative_humidity_percent,solar_irradiance_w_m2,cooling_level_ac1,setpoint_ac1,state_ac1,cooling_level_ac2,setpoint_ac2,state_ac2,cooling_level_ac3,setpoint_ac3,state_ac3,cooling_level_ac4,setpoint_ac4,state_ac4,zone_1_temperature_c,zone_2_temperature_c,zone_3_temperature_c,zone_4_temperature_c,room_average_temperature_c,max_zone_temperature_c,min_zone_temperature_c,temperature_gradient_c,comp_heat_zone_1_w,comp_heat_zone_2_w,comp_heat_zone_3_w,comp_heat_zone_4_w,occ_heat_zone_1_w,occ_heat_zone_2_w,occ_heat_zone_3_w,occ_heat_zone_4_w,env_heat_zone_1_w,env_heat_zone_2_w,env_heat_zone_3_w,env_heat_zone_4_w,interzone_heat_zone_1_w,interzone_heat_zone_2_w,interzone_heat_zone_3_w,interzone_heat_zone_4_w,hvac_cooling_zone_1_w,hvac_cooling_zone_2_w,hvac_cooling_zone_3_w,hvac_cooling_zone_4_w,net_heat_zone_1_w,net_heat_zone_2_w,net_heat_zone_3_w,net_heat_zone_4_w,total_computational_heat_w,total_occupancy_heat_w,total_envelope_heat_w,total_hvac_cooling_w,total_net_heat_w,optimal_cooling_ac1,optimal_cooling_ac2,optimal_cooling_ac3,optimal_cooling_ac4,optimal_temperature_c,optimal_hvac_action,target_objective_cost
4,High Occupancy / Low Computer Load,0,95,950.0,34,8,9,9,8,9.87,2.13,IDLE,60.53,LOW,IDLE,9.34,1.8,IDLE,59.38,LOW,IDLE,11.49,2.69,LIGHT,63.4,LOW,RUNNING,9.69,1.71,IDLE,59.68,LOW,IDLE,8.22,0.91,IDLE,56.64,LOW,IDLE,11.5,2.78,LIGHT,63.55,LOW,RUNNING,10.24,2.25,LIGHT,61.17,LOW,RUNNING,9.22,1.88,IDLE,59.34,LOW,IDLE,8.5,1.25,IDLE,57.5,LOW,IDLE,11.81,2.79,LIGHT,63.95,LOW,RUNNING,27.26,58.0,173.2,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.279,22.328,22.354,22.183,22.286,22.354,22.183,0.171,242.99,120.19,120.51,121.45,680.0,765.0,765.0,680.0,172.13,214.37,257.14,217.49,-4.06,-4.82,-22.56,31.44,875.0,875.0,875.0,875.0,216.06,219.74,245.09,175.38,605.14,2890.0,861.13,3500.0,856.27,0.0,0.107,0.0,0.0,22.5,ECO_MAINTAIN,0.1041
4,High Occupancy / Low Computer Load,0,96,960.0,34,8,9,9,8,10.0,2.19,LIGHT,60.78,LOW,RUNNING,9.42,1.8,IDLE,59.48,LOW,IDLE,11.46,2.63,LIGHT,63.27,LOW,RUNNING,9.57,1.64,IDLE,59.42,LOW,IDLE,8.12,0.9,IDLE,56.5,LOW,IDLE,11.52,2.83,LIGHT,63.64,LOW,RUNNING,10.36,2.32,LIGHT,61.43,LOW,RUNNING,9.33,1.9,IDLE,59.51,LOW,IDLE,8.5,1.2,IDLE,57.42,LOW,IDLE,11.71,2.72,LIGHT,63.72,LOW,RUNNING,27.27,58.0,173.3,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.283,22.332,22.359,22.187,22.29,22.359,22.187,0.172,242.95,120.14,120.94,121.14,680.0,765.0,765.0,680.0,172.3,214.56,257.33,217.68,-4.05,-4.7,-22.79,31.54,875.0,875.0,875.0,875.0,216.2,220.0,245.48,175.36,605.17,2890.0,861.87,3500.0,857.04,0.0,0.113,0.0,0.0,22.5,ECO_MAINTAIN,0.1018
4,High Occupancy / Low Computer Load,0,97,970.0,34,8,9,9,8,10.12,2.24,LIGHT,61.01,LOW,RUNNING,9.47,1.78,IDLE,59.51,LOW,IDLE,11.39,2.56,LIGHT,63.08,LOW,RUNNING,9.45,1.58,IDLE,59.18,LOW,IDLE,8.05,0.91,IDLE,56.43,LOW,IDLE,11.57,2.9,LIGHT,63.81,LOW,RUNNING,10.48,2.38,LIGHT,61.67,LOW,RUNNING,9.41,1.9,IDLE,59.61,LOW,IDLE,8.46,1.14,IDLE,57.29,LOW,IDLE,11.59,2.65,LIGHT,63.46,LOW,RUNNING,27.27,58.0,173.5,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.287,22.336,22.364,22.191,22.294,22.364,22.191,0.173,242.78,120.24,121.28,120.75,680.0,765.0,765.0,680.0,172.28,214.61,257.4,217.72,-4.03,-4.59,-23.03,31.66,875.0,875.0,875.0,875.0,216.03,220.26,245.65,175.13,605.05,2890.0,862.01,3500.0,857.07,0.0,0.118,0.0,0.0,22.5,ECO_MAINTAIN,0.0997
4,High Occupancy / Low Computer Load,0,98,980.0,34,8,9,9,8,10.24,2.28,LIGHT,61.22,LOW,RUNNING,9.5,1.74,IDLE,59.48,LOW,IDLE,11.3,2.48,LIGHT,62.84,LOW,RUNNING,9.33,1.54,IDLE,58.97,LOW,IDLE,8.01,0.93,IDLE,56.41,LOW,IDLE,11.65,2.97,LIGHT,64.02,LOW,RUNNING,10.61,2.44,LIGHT,61.92,LOW,RUNNING,9.47,1.88,IDLE,59.66,LOW,IDLE,8.4,1.07,IDLE,57.1,LOW,IDLE,11.46,2.59,LIGHT,63.21,LOW,RUNNING,27.27,58.0,173.6,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.291,22.341,22.369,22.195,22.299,22.369,22.195,0.174,242.51,120.43,121.58,120.31,680.0,765.0,765.0,680.0,172.23,214.58,257.38,217.7,-4.02,-4.48,-23.27,31.77,875.0,875.0,875.0,875.0,215.72,220.53,245.69,174.78,604.83,2890.0,861.89,3500.0,856.72,0.0,0.124,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0976
4,High Occupancy / Low Computer Load,0,99,990.0,34,8,9,9,8,10.34,2.3,LIGHT,61.38,LOW,RUNNING,9.49,1.69,IDLE,59.4,LOW,IDLE,11.19,2.41,LIGHT,62.6,LOW,RUNNING,9.21,1.51,IDLE,58.78,LOW,IDLE,8.0,0.98,IDLE,56.47,LOW,IDLE,11.75,3.05,LIGHT,64.26,LOW,RUNNING,10.72,2.48,LIGHT,62.12,LOW,RUNNING,9.5,1.85,IDLE,59.65,LOW,IDLE,8.31,0.99,IDLE,56.87,LOW,IDLE,11.34,2.54,LIGHT,62.98,LOW,RUNNING,27.27,58.0,173.8,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.295,22.346,22.374,22.199,22.303,22.374,22.199,0.175,242.16,120.73,121.77,119.85,680.0,765.0,765.0,680.0,172.22,214.59,257.44,217.73,-3.89,-4.61,-23.39,31.89,875.0,875.0,875.0,875.0,215.49,220.71,245.82,174.47,604.51,2890.0,861.98,3500.0,856.49,0.0,0.129,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0957
4,High Occupancy / Low Computer Load,0,100,1000.0,34,8,9,9,8,10.42,2.3,LIGHT,61.48,LOW,RUNNING,9.45,1.63,IDLE,59.26,LOW,IDLE,11.07,2.34,LIGHT,62.35,LOW,RUNNING,9.12,1.5,IDLE,58.65,LOW,IDLE,8.02,1.03,IDLE,56.57,LOW,IDLE,11.86,3.12,LIGHT,64.51,LOW,RUNNING,10.83,2.5,LIGHT,62.29,LOW,RUNNING,9.49,1.8,IDLE,59.56,LOW,IDLE,8.21,0.92,IDLE,56.64,LOW,IDLE,11.23,2.51,LIGHT,62.8,LOW,RUNNING,27.28,58.0,173.9,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.299,22.351,22.379,22.203,22.308,22.379,22.203,0.176,241.74,121.08,121.85,119.44,680.0,765.0,765.0,680.0,172.39,214.77,257.64,217.93,-3.77,-4.73,-23.51,32.01,875.0,875.0,875.0,875.0,215.36,221.12,245.98,174.38,604.11,2890.0,862.73,3500.0,856.84,0.0,0.135,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0938
4,High Occupancy / Low Computer Load,0,101,1010.0,34,8,9,9,8,10.47,2.28,LIGHT,61.51,LOW,RUNNING,9.39,1.56,IDLE,59.08,LOW,IDLE,10.95,2.28,LIGHT,62.11,LOW,RUNNING,9.05,1.51,IDLE,58.58,LOW,IDLE,8.07,1.1,IDLE,56.74,LOW,IDLE,11.98,3.19,LIGHT,64.76,LOW,RUNNING,10.91,2.5,LIGHT,62.39,LOW,RUNNING,9.46,1.74,IDLE,59.44,LOW,IDLE,8.09,0.85,IDLE,56.39,LOW,IDLE,11.13,2.5,LIGHT,62.66,LOW,RUNNING,27.28,58.0,174.0,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.303,22.356,22.384,22.207,22.312,22.384,22.207,0.177,241.28,121.5,121.83,119.05,680.0,765.0,765.0,680.0,172.34,214.72,257.62,217.91,-3.64,-4.86,-23.64,32.14,875.0,875.0,875.0,875.0,214.98,221.36,245.81,174.1,603.66,2890.0,862.59,3500.0,856.25,0.0,0.141,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0921
4,High Occupancy / Low Computer Load,0,102,1020.0,34,8,9,9,8,10.5,2.24,LIGHT,61.48,LOW,RUNNING,9.3,1.48,IDLE,58.84,LOW,IDLE,10.82,2.24,LIGHT,61.88,LOW,RUNNING,9.01,1.54,IDLE,58.57,LOW,IDLE,8.15,1.18,IDLE,56.96,LOW,IDLE,12.11,3.24,LIGHT,65.0,LOW,RUNNING,10.97,2.48,LIGHT,62.43,LOW,RUNNING,9.4,1.67,IDLE,59.26,LOW,IDLE,7.96,0.79,IDLE,56.14,LOW,IDLE,11.06,2.51,LIGHT,62.59,LOW,RUNNING,27.28,58.0,174.2,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.307,22.361,22.389,22.211,22.317,22.389,22.211,0.178,240.77,121.96,121.69,118.73,680.0,765.0,765.0,680.0,172.34,214.75,257.68,217.95,-3.51,-4.99,-23.76,32.26,875.0,875.0,875.0,875.0,214.6,221.72,245.61,173.94,603.15,2890.0,862.72,3500.0,855.87,0.0,0.146,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0905
4,High Occupancy / Low Computer Load,0,103,1030.0,34,8,9,9,8,10.49,2.19,LIGHT,61.4,LOW,RUNNING,9.19,1.41,IDLE,58.6,LOW,IDLE,10.71,2.21,LIGHT,61.7,LOW,RUNNING,9.0,1.58,IDLE,58.62,LOW,IDLE,8.25,1.25,IDLE,57.19,LOW,IDLE,12.23,3.28,LIGHT,65.21,LOW,RUNNING,11.0,2.45,LIGHT,62.42,LOW,RUNNING,9.31,1.59,IDLE,59.02,LOW,IDLE,7.84,0.74,IDLE,55.91,LOW,IDLE,11.01,2.53,LIGHT,62.56,LOW,RUNNING,27.29,58.0,174.3,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.311,22.366,22.394,22.215,22.322,22.394,22.215,0.179,240.32,122.4,121.44,118.47,680.0,765.0,765.0,680.0,172.49,214.91,257.88,218.14,-3.39,-5.11,-23.89,32.39,875.0,875.0,875.0,875.0,214.42,222.2,245.43,174.0,602.63,2890.0,863.42,3500.0,856.05,0.0,0.152,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0891
4,High Occupancy / Low Computer Load,0,104,1040.0,34,8,9,9,8,10.45,2.13,LIGHT,61.26,LOW,RUNNING,9.07,1.34,IDLE,58.35,LOW,IDLE,10.62,2.2,LIGHT,61.57,LOW,RUNNING,9.02,1.64,IDLE,58.73,LOW,IDLE,8.36,1.32,IDLE,57.43,LOW,IDLE,12.33,3.3,LIGHT,65.36,LOW,RUNNING,10.99,2.4,LIGHT,62.34,LOW,RUNNING,9.2,1.52,IDLE,58.78,LOW,IDLE,7.73,0.71,IDLE,55.73,LOW,IDLE,11.0,2.57,LIGHT,62.6,LOW,RUNNING,27.29,58.0,174.4,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.315,22.371,22.399,22.219,22.326,22.399,22.219,0.18,239.91,122.79,121.12,118.33,680.0,765.0,765.0,680.0,172.45,214.87,257.86,218.11,-3.27,-5.24,-24.01,32.51,875.0,875.0,875.0,875.0,214.09,222.42,244.97,173.95,602.15,2890.0,863.29,3500.0,855.43,0.0,0.157,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0877
4,High Occupancy / Low Computer Load,0,105,1050.0,34,8,9,9,8,10.39,2.06,LIGHT,61.08,LOW,RUNNING,8.94,1.28,IDLE,58.09,LOW,IDLE,10.55,2.21,LIGHT,61.5,LOW,RUNNING,9.07,1.7,IDLE,58.89,LOW,IDLE,8.49,1.39,IDLE,57.7,LOW,IDLE,12.41,3.3,LIGHT,65.46,LOW,RUNNING,10.96,2.34,LIGHT,62.21,LOW,RUNNING,9.08,1.45,IDLE,58.52,LOW,IDLE,7.63,0.7,IDLE,55.59,LOW,IDLE,11.02,2.63,LIGHT,62.72,LOW,RUNNING,27.29,58.0,174.6,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.319,22.376,22.404,22.223,22.331,22.404,22.223,0.181,239.56,123.16,120.73,118.31,680.0,765.0,765.0,680.0,172.43,214.88,257.93,218.15,-3.14,-5.36,-24.14,32.64,875.0,875.0,875.0,875.0,213.85,222.68,244.52,174.1,601.76,2890.0,863.39,3500.0,855.15,0.0,0.163,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0865
4,High Occupancy / Low Computer Load,0,106,1060.0,34,8,9,9,8,10.3,1.98,LIGHT,60.84,LOW,RUNNING,8.82,1.24,IDLE,57.88,LOW,IDLE,10.51,2.24,LIGHT,61.5,LOW,RUNNING,9.15,1.78,IDLE,59.11,LOW,IDLE,8.61,1.44,IDLE,57.92,LOW,IDLE,12.47,3.28,LIGHT,65.51,LOW,RUNNING,10.9,2.26,LIGHT,62.02,LOW,RUNNING,8.96,1.39,IDLE,58.29,LOW,IDLE,7.56,0.71,IDLE,55.52,LOW,IDLE,11.06,2.69,LIGHT,62.86,LOW,RUNNING,27.29,58.0,174.7,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.323,22.381,22.409,22.227,22.335,22.409,22.227,0.182,239.33,123.43,120.31,118.38,680.0,765.0,765.0,680.0,172.39,214.84,257.91,218.13,-3.01,-5.49,-24.26,32.77,875.0,875.0,875.0,875.0,213.71,222.78,243.96,174.28,601.45,2890.0,863.27,3500.0,854.73,0.0,0.168,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0854
4,High Occupancy / Low Computer Load,0,107,1070.0,34,8,9,9,8,10.19,1.91,LIGHT,60.6,LOW,RUNNING,8.71,1.21,IDLE,57.7,LOW,IDLE,10.5,2.28,LIGHT,61.55,LOW,RUNNING,9.25,1.85,IDLE,59.34,LOW,IDLE,8.73,1.48,IDLE,58.13,LOW,IDLE,12.5,3.25,LIGHT,65.5,LOW,RUNNING,10.81,2.19,LIGHT,61.8,LOW,RUNNING,8.84,1.34,IDLE,58.06,LOW,IDLE,7.51,0.73,IDLE,55.48,LOW,IDLE,11.14,2.77,LIGHT,63.08,LOW,RUNNING,27.3,58.0,174.9,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.327,22.386,22.414,22.231,22.34,22.414,22.231,0.183,239.19,123.63,119.86,118.56,680.0,765.0,765.0,680.0,172.6,215.07,258.2,218.38,-2.89,-5.61,-24.39,32.89,875.0,875.0,875.0,875.0,213.9,223.09,243.67,174.83,601.24,2890.0,864.25,3500.0,855.49,0.0,0.174,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0845
4,High Occupancy / Low Computer Load,0,108,1080.0,34,8,9,9,8,10.07,1.84,LIGHT,60.35,LOW,RUNNING,8.62,1.2,IDLE,57.57,LOW,IDLE,10.52,2.34,LIGHT,61.66,LOW,RUNNING,9.37,1.92,IDLE,59.59,LOW,IDLE,8.83,1.5,IDLE,58.29,LOW,IDLE,12.49,3.2,LIGHT,65.41,LOW,RUNNING,10.7,2.12,LIGHT,61.55,LOW,RUNNING,8.72,1.31,IDLE,57.87,LOW,IDLE,7.5,0.77,IDLE,55.53,LOW,IDLE,11.24,2.84,LIGHT,63.31,LOW,RUNNING,27.3,58.0,175.0,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.331,22.391,22.419,22.235,22.344,22.419,22.235,0.184,239.17,123.7,119.42,118.84,680.0,765.0,765.0,680.0,172.54,215.03,258.17,218.36,-2.77,-5.73,-24.52,33.01,875.0,875.0,875.0,875.0,213.94,223.0,243.07,175.21,601.13,2890.0,864.1,3500.0,855.22,0.0,0.18,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0836
4,High Occupancy / Low Computer Load,0,109,1090.0,34,8,9,9,8,9.94,1.78,IDLE,60.09,LOW,IDLE,8.55,1.21,IDLE,57.5,LOW,IDLE,10.57,2.41,LIGHT,61.83,LOW,RUNNING,9.49,1.99,IDLE,59.85,LOW,IDLE,8.91,1.5,IDLE,58.39,LOW,IDLE,12.46,3.13,LIGHT,65.27,LOW,RUNNING,10.58,2.05,LIGHT,61.3,LOW,RUNNING,8.63,1.3,IDLE,57.74,LOW,IDLE,7.52,0.83,IDLE,55.64,LOW,IDLE,11.35,2.92,LIGHT,63.57,LOW,RUNNING,27.3,58.0,175.1,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.335,22.396,22.424,22.239,22.349,22.424,22.239,0.185,239.27,123.66,119.04,119.21,680.0,765.0,765.0,680.0,172.49,214.98,258.15,218.34,-2.64,-5.86,-24.64,33.14,875.0,875.0,875.0,875.0,214.12,222.78,242.55,175.69,601.18,2890.0,863.96,3500.0,855.14,0.0,0.185,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0829
4,High Occupancy / Low Computer Load,0,110,1100.0,34,8,9,9,8,9.82,1.74,IDLE,59.88,LOW,IDLE,8.51,1.24,IDLE,57.5,LOW,IDLE,10.65,2.48,LIGHT,62.03,LOW,RUNNING,9.61,2.04,IDLE,60.07,LOW,IDLE,8.97,1.48,IDLE,58.43,LOW,IDLE,12.4,3.06,LIGHT,65.09,LOW,RUNNING,10.46,1.99,LIGHT,61.06,LOW,RUNNING,8.56,1.31,IDLE,57.67,LOW,IDLE,7.57,0.9,IDLE,55.81,LOW,IDLE,11.47,2.98,LIGHT,63.81,LOW,RUNNING,27.31,58.0,175.3,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.339,22.401,22.429,22.243,22.353,22.429,22.243,0.186,239.48,123.52,118.73,119.62,680.0,765.0,765.0,680.0,172.7,215.21,258.44,218.59,-2.52,-5.99,-24.76,33.26,875.0,875.0,875.0,875.0,214.66,222.74,242.41,176.47,601.35,2890.0,864.94,3500.0,856.28,0.0,0.191,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0824
4,High Occupancy / Low Computer Load,0,111,1110.0,34,8,9,9,8,9.71,1.71,IDLE,59.7,LOW,IDLE,8.5,1.28,IDLE,57.55,LOW,IDLE,10.75,2.55,LIGHT,62.26,LOW,RUNNING,9.73,2.08,IDLE,60.28,LOW,IDLE,9.0,1.45,IDLE,58.42,LOW,IDLE,12.31,2.99,LIGHT,64.87,LOW,RUNNING,10.33,1.94,LIGHT,60.82,LOW,RUNNING,8.51,1.33,IDLE,57.63,LOW,IDLE,7.64,0.97,IDLE,56.0,LOW,IDLE,11.6,3.03,LIGHT,64.05,LOW,RUNNING,27.31,58.0,175.4,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.343,22.406,22.434,22.247,22.358,22.434,22.247,0.187,239.79,123.29,118.45,120.05,680.0,765.0,765.0,680.0,172.65,215.16,258.41,218.56,-2.39,-6.11,-24.89,33.39,875.0,875.0,875.0,875.0,215.05,222.34,241.97,177.0,601.58,2890.0,864.78,3500.0,856.36,0.0,0.196,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0819
4,High Occupancy / Low Computer Load,0,112,1120.0,34,8,9,9,8,9.62,1.7,IDLE,59.57,LOW,IDLE,8.52,1.34,IDLE,57.66,LOW,IDLE,10.87,2.63,LIGHT,62.53,LOW,RUNNING,9.83,2.1,IDLE,60.44,LOW,IDLE,8.99,1.4,IDLE,58.34,LOW,IDLE,12.2,2.91,LIGHT,64.61,LOW,RUNNING,10.22,1.91,LIGHT,60.64,LOW,RUNNING,8.5,1.37,IDLE,57.68,LOW,IDLE,7.74,1.04,IDLE,56.23,LOW,IDLE,11.72,3.07,LIGHT,64.26,LOW,RUNNING,27.31,58.0,175.6,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.347,22.411,22.439,22.251,22.362,22.439,22.251,0.188,240.2,122.95,118.32,120.49,680.0,765.0,765.0,680.0,172.64,215.19,258.48,218.6,-2.27,-6.23,-25.02,33.52,875.0,875.0,875.0,875.0,215.57,221.91,241.78,177.61,601.96,2890.0,864.91,3500.0,856.87,0.0,0.202,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0817
4,High Occupancy / Low Computer Load,0,113,1130.0,34,8,9,9,8,9.55,1.71,IDLE,59.5,LOW,IDLE,8.58,1.41,IDLE,57.84,LOW,IDLE,10.99,2.69,LIGHT,62.77,LOW,RUNNING,9.92,2.1,IDLE,60.55,LOW,IDLE,8.96,1.33,IDLE,58.2,LOW,IDLE,12.08,2.85,LIGHT,64.38,LOW,RUNNING,10.13,1.9,LIGHT,60.51,LOW,RUNNING,8.52,1.43,IDLE,57.8,LOW,IDLE,7.85,1.12,IDLE,56.49,LOW,IDLE,11.82,3.1,LIGHT,64.42,LOW,RUNNING,27.31,58.0,175.7,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.351,22.416,22.444,22.255,22.366,22.444,22.255,0.189,240.66,122.58,118.31,120.91,680.0,765.0,765.0,680.0,172.59,215.14,258.47,218.58,-2.14,-6.36,-25.14,33.64,875.0,875.0,875.0,875.0,216.11,221.36,241.64,178.13,602.46,2890.0,864.78,3500.0,857.24,0.0,0.207,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0816
4,High Occupancy / Low Computer Load,0,114,1140.0,34,8,9,9,8,9.51,1.74,IDLE,59.5,LOW,IDLE,8.65,1.48,IDLE,58.03,LOW,IDLE,11.12,2.74,LIGHT,63.01,LOW,RUNNING,9.97,2.08,IDLE,60.58,LOW,IDLE,8.89,1.26,IDLE,58.0,LOW,IDLE,11.95,2.79,LIGHT,64.12,LOW,RUNNING,10.06,1.91,LIGHT,60.44,LOW,RUNNING,8.57,1.5,IDLE,57.96,LOW,IDLE,7.98,1.18,IDLE,56.75,LOW,IDLE,11.91,3.1,LIGHT,64.54,LOW,RUNNING,27.32,58.0,175.8,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.355,22.421,22.449,22.259,22.371,22.449,22.259,0.19,241.12,122.12,118.4,121.29,680.0,765.0,765.0,680.0,172.75,215.32,258.65,218.78,-2.01,-6.49,-25.26,33.77,875.0,875.0,875.0,875.0,216.86,220.95,241.79,178.84,602.93,2890.0,865.5,3500.0,858.44,0.0,0.213,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0816
4,High Occupancy / Low Computer Load,0,115,1150.0,34,8,9,9,8,9.5,1.78,IDLE,59.55,LOW,IDLE,8.75,1.56,IDLE,58.28,LOW,IDLE,11.23,2.78,LIGHT,63.21,LOW,RUNNING,10.0,2.04,LIGHT,60.56,LOW,RUNNING,8.8,1.19,IDLE,57.78,LOW,IDLE,11.83,2.74,LIGHT,63.9,LOW,RUNNING,10.01,1.93,LIGHT,60.41,LOW,RUNNING,8.64,1.57,IDLE,58.16,LOW,IDLE,8.1,1.24,IDLE,56.98,LOW,IDLE,11.97,3.08,LIGHT,64.58,LOW,RUNNING,27.32,58.0,176.0,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.359,22.425,22.454,22.263,22.375,22.454,22.263,0.191,241.6,121.68,118.57,121.56,680.0,765.0,765.0,680.0,172.75,215.33,258.73,218.81,-1.89,-6.61,-25.39,33.89,875.0,875.0,875.0,875.0,217.46,220.4,241.91,179.26,603.41,2890.0,865.62,3500.0,859.03,0.0,0.218,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0818
4,High Occupancy / Low Computer Load,0,116,1160.0,34,8,9,9,8,9.52,1.84,IDLE,59.66,LOW,IDLE,8.87,1.63,IDLE,58.53,LOW,IDLE,11.34,2.8,LIGHT,63.38,LOW,RUNNING,9.99,1.99,IDLE,60.47,LOW,IDLE,8.7,1.11,IDLE,57.54,LOW,IDLE,11.72,2.71,LIGHT,63.72,LOW,RUNNING,10.0,1.98,LIGHT,60.47,LOW,RUNNING,8.74,1.65,IDLE,58.4,LOW,IDLE,8.22,1.27,IDLE,57.18,LOW,IDLE,12.0,3.05,LIGHT,64.58,LOW,RUNNING,27.32,58.0,176.1,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,0.25,22.0,COOLING,22.363,22.429,22.459,22.267,22.38,22.459,22.267,0.192,242.04,121.26,118.87,121.76,680.0,765.0,765.0,680.0,172.7,215.3,258.71,218.79,-1.88,-6.5,-25.62,34.0,875.0,875.0,875.0,875.0,217.86,220.06,241.96,179.55,603.93,2890.0,865.5,3500.0,859.43,0.003,0.223,0.0,0.0,22.5,MODERATE_UNIFORM_COOL,0.0821
